#MACRO
0xD0210080	0xFFFFFF80	_	p	vrndi.p	%zp
0xD0218080	0xFFFFFF80	_	p	vrndi.q	%zq
0xD0210000	0xFFFFFF80	_	p	vrndi.s	%zs
0xD0218000	0xFFFFFF80	_	p	vrndi.t	%zt
0xD0200000	0xFFFF80FF	_	p	vrnds.s	%ys
0xF3A00080	0xFFE08080	_	p	vrot.p	%zp, %ys, %vr
0xF3A08080	0xFFE08080	_	p	vrot.q	%zq, %ys, %vr
0xF3A08000	0xFFE08080	_	p	vrot.t	%zt, %ys, %vr
0xD0110080	0xFFFF8080	_	p	vrsq.p	%zp, %yp
0xD0118080	0xFFFF8080	_	p	vrsq.q	%zq, %yq
0xD0110000	0xFFFF8080	_	p	vrsq.s	%zs, %ys
0xD0118000	0xFFFF8080	_	p	vrsq.t	%zt, %yt
0xD03B0080	0xFFFF8080	_	p	vs2i.p	%zq, %yp
0xD03B0000	0xFFFF8080	_	p	vs2i.s	%zp, %ys
0xD0040080	0xFFFF8080	_	p	vsat0.p	%zp, %yp
0xD0048080	0xFFFF8080	_	p	vsat0.q	%zq, %yq
0xD0040000	0xFFFF8080	_	p	vsat0.s	%zs, %ys
0xD0048000	0xFFFF8080	_	p	vsat0.t	%zt, %yt
0xD0050080	0xFFFF8080	_	p	vsat1.p	%zp, %yp
0xD0058080	0xFFFF8080	_	p	vsat1.q	%zq, %yq
0xD0050000	0xFFFF8080	_	p	vsat1.s	%zs, %ys
0xD0058000	0xFFFF8080	_	p	vsat1.t	%zt, %yt
0x61000000	0xFF808080	_	p	vsbn.s	%zs, %ys, %xs
0xD0360000	0xFFFF8080	_	p	vsbz.s	%zs, %ys
0x65000080	0xFF808080	_	p	vscl.p	%zp, %yp, %xs
0x65008080	0xFF808080	_	p	vscl.q	%zq, %yq, %xs
0x65008000	0xFF808080	_	p	vscl.t	%zt, %yt, %xs
0x6E800080	0xFF808080	_	p	vscmp.p	%zp, %yp, %xp
0x6E808080	0xFF808080	_	p	vscmp.q	%zq, %yq, %xq
0x6E800000	0xFF808080	_	p	vscmp.s	%zs, %ys, %xs
0x6E808000	0xFF808080	_	p	vscmp.t	%zt, %yt, %xt
0x6F000080	0xFF808080	_	p	vsge.p	%zp, %yp, %xp
0x6F008080	0xFF808080	_	p	vsge.q	%zq, %yq, %xq
0x6F000000	0xFF808080	_	p	vsge.s	%zs, %ys, %xs
0x6F008000	0xFF808080	_	p	vsge.t	%zt, %yt, %xt
0xD04A0080	0xFFFF8080	_	p	vsgn.p	%zp, %yp
0xD04A8080	0xFFFF8080	_	p	vsgn.q	%zq, %yq
0xD04A0000	0xFFFF8080	_	p	vsgn.s	%zs, %ys
0xD04A8000	0xFFFF8080	_	p	vsgn.t	%zt, %yt
0xD0120080	0xFFFF8080	_	p	vsin.p	%zp, %yp
0xD0128080	0xFFFF8080	_	p	vsin.q	%zq, %yq
0xD0120000	0xFFFF8080	_	p	vsin.s	%zs, %ys
0xD0128000	0xFFFF8080	_	p	vsin.t	%zt, %yt
0x6F800080	0xFF808080	_	p	vslt.p	%zp, %yp, %xp
0x6F808080	0xFF808080	_	p	vslt.q	%zq, %yq, %xq
0x6F800000	0xFF808080	_	p	vslt.s	%zs, %ys, %xs
0x6F808000	0xFF808080	_	p	vslt.t	%zt, %yt, %xt
0xD0450080	0xFFFF8080	_	p	vsocp.p	%zq, %yp
0xD0450000	0xFFFF8080	_	p	vsocp.s	%zp, %ys
0xD0160080	0xFFFF8080	_	p	vsqrt.p	%zp, %yp
0xD0168080	0xFFFF8080	_	p	vsqrt.q	%zq, %yq
0xD0160000	0xFFFF8080	_	p	vsqrt.s	%zs, %ys
0xD0168000	0xFFFF8080	_	p	vsqrt.t	%zt, %yt
0xD0408080	0xFFFF8080	_	p	vsrt1.q	%zq, %yq
0xD0418080	0xFFFF8080	_	p	vsrt2.q	%zq, %yq
0xD0488080	0xFFFF8080	_	p	vsrt3.q	%zq, %yq
0xD0498080	0xFFFF8080	_	p	vsrt4.q	%zq, %yq
0x60800080	0xFF808080	_	p	vsub.p	%zp, %yp, %xp
0x60808080	0xFF808080	_	p	vsub.q	%zq, %yq, %xq
0x60800000	0xFF808080	_	p	vsub.s	%zs, %ys, %xs
0x60808000	0xFF808080	_	p	vsub.t	%zt, %yt, %xt
0xFFFF0000	0xFFFF0000	_	p	vsync	%I
